map_context,condition,County,cell_id,count,share_of_condition_pct,centroid_lat,centroid_lon
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,920,4,0.06890611541774332,39.03582937617276,-77.02306541018196
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,923,1,0.01722652885443583,39.08445977651456,-77.0244542949081
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,927,2,0.03445305770887166,39.14929961280539,-77.02631137348895
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,933,9,0.15503875968992248,38.97462626141453,-77.0020520137889
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,934,9,0.15503875968992248,38.987551889023315,-77.00091934464795
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,935,20,0.34453057708871665,39.00376723013708,-77.00136594631316
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,936,16,0.27562446167097326,39.019977718975326,-77.00182305266962
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,937,13,0.2239448751076658,39.0361881581282,-77.00228052752104
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,938,2,0.03445305770887166,39.052398547585824,-77.0027383711923
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,939,9,0.15503875968992248,39.068608887338335,-77.00319658400862
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,940,1,0.01722652885443583,39.08481917737586,-77.00365516629579
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,941,3,0.05167958656330749,39.101029417688544,-77.0041141183799
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,942,1,0.01722652885443583,39.11723960826655,-77.00457344058756
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,949,8,0.13781223083548663,38.98549283445214,-76.98831700172511
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,950,8,0.13781223083548663,39.00603113581133,-76.98594160090911
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,951,12,0.20671834625322996,39.02070618718105,-76.98162678172184
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,952,8,0.13781223083548663,39.036543239103715,-76.98149527604039
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,953,2,0.03445305770887166,39.05275383264521,-76.9819483745572
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,954,2,0.03445305770887166,39.068964376573604,-76.98240183839849
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,956,2,0.03445305770887166,39.10138531555197,-76.98330986334429
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,964,9,0.15503875968992248,39.06931616038144,-76.9616067271416
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,970,1,0.01722652885443583,39.056612277090345,-76.94711478521653
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,971,5,0.08613264427217916,39.070486767280514,-76.9423555919559
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,972,8,0.13781223083548663,39.08587513502733,-76.94125557698742
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,973,2,0.03445305770887166,39.102085982036,-76.94170025822604
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,974,2,0.03445305770887166,39.118296779584014,-76.9421452980947
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Montgomery,979,1,0.01722652885443583,39.118641745882016,-76.9213351942569
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1027,4,0.06890611541774332,39.3796954886437,-76.82398878191529
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1028,1,0.01722652885443583,39.39590660930854,-76.82441100008579
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1031,9,0.15503875968992248,39.44453967667343,-76.82567970199878
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1032,8,0.13781223083548663,39.460750600889114,-76.82610328611733
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1033,3,0.05167958656330749,39.4769614759705,-76.82652721248422
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1048,3,0.05167958656330749,39.363809797424416,-76.80268281634973
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1049,4,0.06890611541774332,39.380021153814745,-76.80309986873105
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1050,7,0.12058570198105081,39.39623246120003,-76.8035172579476
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1051,4,0.06890611541774332,39.41244371957153,-76.80393498429926
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1052,2,0.03445305770887166,39.42865492892048,-76.80435304808626
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1053,15,0.2583979328165375,39.44486608923818,-76.80477144960925
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1054,2,0.03445305770887166,39.461077200515895,-76.8051901891693
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1072,2,0.03445305770887166,39.31549661431685,-76.78056370532596
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1075,29,0.49956933677863913,39.364131530393735,-76.78179839169127
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1076,3,0.05167958656330749,39.380343071273245,-76.78221061871167
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1077,1,0.01722652885443583,39.396554563231916,-76.78262317867441
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1078,3,0.05167958656330749,39.41276600626107,-76.78303607187591
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1079,8,0.13781223083548663,39.428977400352075,-76.78344929861295
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1080,1,0.01722652885443583,39.445188745496274,-76.78386285918272
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1099,3,0.05167958656330749,39.26717815317422,-76.75847611988002
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1100,4,0.06890611541774332,39.28339016924184,-76.75888155307929
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1101,4,0.06890611541774332,39.29960213652349,-76.75928731357806
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1102,6,0.10335917312661498,39.31581405501052,-76.75969340166696
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1103,5,0.08613264427217916,39.33202592469432,-76.760099817637
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1104,19,0.32730404823428083,39.34823774556628,-76.76050656177961
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1105,9,0.15503875968992248,39.364449517617786,-76.76091363438654
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1106,1,0.01722652885443583,39.38066124084024,-76.76132103575
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1129,1,0.01722652885443583,39.251279070551156,-76.73721960054253
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1130,8,0.13781223083548663,39.26749131501934,-76.7376199079422
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1131,13,0.2239448751076658,39.28370351079185,-76.73802053848152
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1132,9,0.15503875968992248,39.29991565786011,-76.73842149244736
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1133,12,0.20671834625322996,39.31612775621556,-76.73882277012687
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1134,8,0.13781223083548663,39.332339805849685,-76.73922437180768
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1135,12,0.20671834625322996,39.34855180675394,-76.73962629777772
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1136,5,0.08613264427217916,39.36476375891982,-76.74002854832537
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1138,2,0.03445305770887166,39.397187517002415,-76.74083402430867
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1161,2,0.03445305770887166,39.251588321675044,-76.71636786454194
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1162,6,0.10335917312661498,39.26779906077984,-76.71676544176051
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1163,10,0.17226528854435832,39.283908570660365,-76.71924770384007
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1164,8,0.13781223083548663,39.30022534279856,-76.71959101492568
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1165,4,0.06890611541774332,39.31643970365335,-76.71980174843742
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1166,8,0.13781223083548663,39.33265404629658,-76.72001271685818
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1167,5,0.08613264427217916,39.34886836900192,-76.72022392034756
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1168,13,0.2239448751076658,39.36516568120635,-76.72032153647115
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1169,1,0.01722652885443583,39.381286335594154,-76.71954088657328
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1187,1,0.01722652885443583,39.67309547066028,-76.72675558605795
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1192,3,0.05167958656330749,39.235681195707265,-76.69512541571152
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1193,7,0.12058570198105081,39.25189384152944,-76.6955158095547
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1194,13,0.2239448751076658,39.26591922312184,-76.69732746558422
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1195,1,0.01722652885443583,39.37272535091089,-76.69810566225384
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1196,1,0.01722652885443583,39.38159326043353,-76.69865032814592
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1219,1,0.01722652885443583,39.23618648525564,-76.6745168144794
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1220,11,0.18949181739879414,39.25197229719032,-76.67491222049469
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1223,2,0.03445305770887166,39.38189643668628,-76.67775945235168
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1245,12,0.20671834625322996,39.23700287891243,-76.6530282026305
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1246,5,0.08613264427217916,39.24901757073516,-76.65568702244873
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1247,4,0.06890611541774332,39.37303754996862,-76.65641262250791
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1248,1,0.01722652885443583,39.38219586418383,-76.65686826308531
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1259,1,0.01722652885443583,39.56053129572537,-76.66110471234451
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1261,1,0.01722652885443583,39.59295528912825,-76.6618790291666
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1262,1,0.01722652885443583,39.6091672130217,-76.66226665722108
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1271,3,0.05167958656330749,39.2359862664754,-76.63363631785431
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1274,1,0.01722652885443583,39.38249154275968,-76.635976764242
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1278,1,0.01722652885443583,39.44734214789142,-76.63749358937635
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1279,24,0.4134366925064599,39.46355467821686,-76.63787356190818
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1280,3,0.05167958656330749,39.47976716014322,-76.63825384148602
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1297,4,0.06890611541774332,39.3733352324147,-76.6146796965996
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1298,9,0.15503875968992248,39.38278347224939,-76.61508495971727
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1299,16,0.27562446167097326,39.39899636348197,-76.61545887526954
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1300,11,0.18949181739879414,39.41520920642412,-76.61583309287612
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1301,1,0.01722652885443583,39.43142200106786,-76.61620761280612
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1302,2,0.03445305770887166,39.4476347474052,-76.61658243532895
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1303,7,0.12058570198105081,39.463847445428215,-76.61695756071441
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1304,2,0.03445305770887166,39.48006009512892,-76.61733298923264
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1321,2,0.03445305770887166,39.38307165249064,-76.59419285340698
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1322,50,0.8613264427217916,39.399284708966036,-76.59456193716234
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1323,6,0.10335917312661498,39.41549771722647,-76.59493131907233
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1324,2,0.03445305770887166,39.43171067726405,-76.59530099940257
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1343,6,0.10335917312661498,39.37361812299829,-76.57292753783993
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1344,29,0.49956933677863913,39.383356083323186,-76.57330044920738
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1345,23,0.3962101636520241,39.399569302892786,-76.57366470090058
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1366,8,0.13781223083548663,39.373753976549494,-76.55204709010758
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1367,10,0.17226528854435832,39.383636764588815,-76.55240775101505
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1368,6,0.10335917312661498,39.3998501451039,-76.5527671703843
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1375,1,0.01722652885443583,39.513342462402385,-76.55529125039578
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1389,12,0.20671834625322996,39.25422124575817,-76.52403410068334
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1390,9,0.15503875968992248,39.27043619183701,-76.52419979036512
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1391,11,0.18949181739879414,39.28665099354663,-76.52436567705249
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1392,1,0.01722652885443583,39.302865628649116,-76.5245317512596
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1394,2,0.03445305770887166,39.33529435053394,-76.52486408112685
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1395,7,0.12058570198105081,39.35150844929974,-76.52503050701864
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1396,1,0.01722652885443583,39.36918944218651,-76.52769830793395
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1397,6,0.10335917312661498,39.38391369613146,-76.53151476272691
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1398,16,0.27562446167097326,39.40012723544315,-76.53186934951388
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1413,19,0.32730404823428083,39.25447558581625,-76.50783359842869
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1414,35,0.6029285099052542,39.27068966488337,-76.5081811009821
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1415,6,0.10335917312661498,39.286903696088814,-76.50852888408595
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1416,6,0.10335917312661498,39.30311767942493,-76.50887694798932
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1418,9,0.15503875968992248,39.335545502458416,-76.50957391919266
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1419,6,0.10335917312661498,39.351759342140504,-76.50992282699244
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1420,4,0.06890611541774332,39.36797313392259,-76.5102720165914
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1421,1,0.01722652885443583,39.38418687779709,-76.51062148824026
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1422,3,0.05167958656330749,39.40040057375637,-76.51097124219008
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1434,9,0.15503875968992248,39.25474378399753,-76.48697856631377
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1435,24,0.4134366925064599,39.27095801700108,-76.4873212668655
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1436,4,0.06890611541774332,39.287172202212965,-76.48766424409385
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1437,7,0.12058570198105081,39.30338633962556,-76.48800749824451
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1438,1,0.01722652885443583,39.319600429231286,-76.48835102956342
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1439,1,0.01722652885443583,39.335814471022545,-76.48869483829691
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1441,2,0.03445305770887166,39.368242411131355,-76.48938328899443
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1442,3,0.05167958656330749,39.38445630943379,-76.48972793145268
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1443,11,0.18949181739879414,39.40067015989151,-76.49007285231397
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1454,3,0.05167958656330749,39.23879381664555,-76.46578563202347
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1456,10,0.17226528854435832,39.27122263395764,-76.4664611560723
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1457,1,0.01722652885443583,39.287436971033486,-76.46679932717953
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1458,10,0.17226528854435832,39.303651260379155,-76.46713777133147
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1459,16,0.27562446167097326,39.31986550198712,-76.46747648877069
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1460,4,0.06890611541774332,39.336079695849854,-76.46781547974001
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1461,7,0.12058570198105081,39.35229384195984,-76.46815474448265
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1462,1,0.01722652885443583,39.36850794030962,-76.46849428324207
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1463,3,0.05167958656330749,39.384721990891684,-76.46883409626213
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1464,3,0.05167958656330749,39.40093599369856,-76.46917418378695
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1465,4,0.06890611541774332,39.41714994872281,-76.46951454606099
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1475,5,0.08613264427217916,39.23843408632212,-76.44591247741384
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1478,4,0.06890611541774332,39.287698002403445,-76.44593413722053
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1479,20,0.34453057708871665,39.303912441538614,-76.44626777113123
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1480,21,0.3617571059431524,39.320126833004274,-76.44660167444788
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1481,19,0.32730404823428083,39.33634117679297,-76.44693584740988
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1482,10,0.17226528854435832,39.35255547289727,-76.44727029025695
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1485,4,0.06890611541774332,39.40119807502963,-76.44827524051074
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1486,1,0.01722652885443583,39.41741218032224,-76.44861076530178
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1499,1,0.01722652885443583,39.3041698829589,-76.42539750152511
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1500,1,0.01722652885443583,39.3203844221376,-76.42572659047977
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1501,1,0.01722652885443583,39.336598913706624,-76.4260559451947
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1519,4,0.06890611541774332,39.33685290644758,-76.40517577698304
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1521,1,0.01722652885443583,39.369282038195514,-76.40582563600245
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1526,2,0.03445305770887166,39.45035403504745,-76.40745488269715
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1533,1,0.01722652885443583,39.337103154874725,-76.38429534666372
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1534,1,0.01722652885443583,39.353317888081726,-76.38461532239768
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Baltimore County,1552,1,0.01722652885443583,39.36863536794174,-76.34682921767347
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1628,1,0.01722652885443583,39.23106708499221,-76.98695664078488
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1630,1,0.01722652885443583,39.263487030345615,-76.98787201756421
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1668,2,0.03445305770887166,39.15106358895592,-76.922216816807
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1671,1,0.01722652885443583,39.19969598304643,-76.92354191946845
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1677,1,0.01722652885443583,39.296959436422625,-76.92620176384303
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1678,1,0.01722652885443583,39.31316983884562,-76.92664632444168
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1679,1,0.01722652885443583,39.32938019177517,-76.9270912439462
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1683,1,0.01722652885443583,39.15140523499967,-76.90139682288415
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1688,1,0.01722652885443583,39.232459959921584,-76.9035832054828
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1698,1,0.01722652885443583,39.15174316420209,-76.88057647706414
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1701,3,0.05167958656330749,39.200376729631195,-76.88187291621433
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1702,9,0.15503875968992248,39.21658781961837,-76.88230576014487
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1703,1,0.01722652885443583,39.232798860345575,-76.88273895336394
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1708,3,0.05167958656330749,39.313853324760274,-76.88491016963654
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1711,1,0.01722652885443583,39.110725284076445,-76.85409342933107
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1712,3,0.05167958656330749,39.11970009205909,-76.85885064796044
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1715,4,0.06890611541774332,39.16828880602347,-76.8601828072401
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1717,1,0.01722652885443583,39.200711517872776,-76.8610378891918
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1718,7,0.12058570198105081,39.216922800056516,-76.86146594770364
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1724,1,0.01722652885443583,39.31407310475676,-76.86422614321656
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1727,2,0.03445305770887166,39.11998448529528,-76.83809126615066
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1729,1,0.01722652885443583,39.15240787133701,-76.83893474510486
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1730,2,0.03445305770887166,39.16861949078686,-76.83935699498227
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1731,4,0.06890611541774332,39.184831061177285,-76.83977958552798
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1732,5,0.08613264427217916,39.201042582499234,-76.84020251704354
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1733,2,0.03445305770887166,39.21725405474365,-76.84062578983092
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1737,1,0.01722652885443583,39.28209945276551,-76.84232229975187
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1741,1,0.01722652885443583,39.136522792816976,-76.81769622777225
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1742,1,0.01722652885443583,39.152734648901685,-76.81811336665275
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1743,2,0.03445305770887166,39.168946456020954,-76.81853084205622
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1744,1,0.01722652885443583,39.18515821416576,-76.81894865428042
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1745,4,0.06890611541774332,39.20136992332717,-76.81936680362352
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1746,2,0.03445305770887166,39.21758158349621,-76.81978529038409
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1747,2,0.03445305770887166,39.233793194663946,-76.82020411486107
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1748,4,0.06890611541774332,39.250004756821454,-76.82062327735382
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1750,1,0.01722652885443583,39.282427734070026,-76.82146261758596
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1751,1,0.01722652885443583,39.29863914914328,-76.82188279592602
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1755,1,0.01722652885443583,39.15305770888939,-76.79729165167775
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1757,1,0.01722652885443583,39.18548164530964,-76.79811738591401
Non-motorist crash density by school-catchment context,Inside 1-mile school catchments,Howard,1758,2,0.03445305770887166,39.20169354017527,-76.7985307527861
