lat_grid,lon_grid,nm_crashes,inside_nm_crashes,school_age_nm_crashes,counties,inside_nm_share_pct,school_age_nm_share_pct
39.225,-76.675,3,0,0,Anne Arundel,0.0,0.0
39.225,-76.65,12,9,2,"Anne Arundel, Baltimore County",75.0,16.666666666666664
39.225,-76.625,31,31,10,Anne Arundel,100.0,32.25806451612903
39.225,-76.60000000000001,40,40,12,"Anne Arundel, Baltimore City",100.0,30.0
39.225,-76.45,3,3,1,Baltimore County,100.0,33.33333333333333
39.25,-77.275,3,3,1,Montgomery,100.0,33.33333333333333
39.25,-76.85000000000001,3,0,0,Howard,0.0,0.0
39.25,-76.825,4,4,1,Howard,100.0,25.0
39.25,-76.72500000000001,4,3,3,Baltimore County,75.0,75.0
39.25,-76.7,13,11,2,Baltimore County,84.61538461538461,15.384615384615385
39.25,-76.675,22,18,0,"Baltimore City, Baltimore County",81.81818181818183,0.0
39.25,-76.65,27,26,12,"Baltimore City, Baltimore County",96.29629629629629,44.44444444444444
39.25,-76.625,18,16,1,Baltimore City,88.88888888888889,5.555555555555555
39.25,-76.60000000000001,16,14,2,Baltimore City,87.5,12.5
39.25,-76.525,21,19,5,"Baltimore City, Baltimore County",90.47619047619048,23.809523809523807
39.25,-76.5,20,18,4,Baltimore County,90.0,20.0
39.25,-76.47500000000001,4,2,0,Baltimore County,50.0,0.0
39.25,-76.45,5,5,2,Baltimore County,100.0,40.0
39.275000000000006,-77.2,4,4,3,Montgomery,100.0,75.0
39.275000000000006,-76.85000000000001,3,0,0,Howard,0.0,0.0
39.275000000000006,-76.825,7,2,0,Howard,28.57142857142857,0.0
39.275000000000006,-76.80000000000001,4,0,0,Howard,0.0,0.0
39.275000000000006,-76.75,30,11,0,Baltimore County,36.666666666666664,0.0
39.275000000000006,-76.72500000000001,13,12,4,Baltimore County,92.3076923076923,30.76923076923077
39.275000000000006,-76.7,19,18,7,"Baltimore City, Baltimore County",94.73684210526315,36.84210526315789
39.275000000000006,-76.675,31,31,4,"Baltimore City, Baltimore County",100.0,12.903225806451612
39.275000000000006,-76.65,63,63,9,Baltimore City,100.0,14.285714285714285
39.275000000000006,-76.625,103,103,12,Baltimore City,100.0,11.650485436893204
39.275000000000006,-76.60000000000001,104,104,14,Baltimore City,100.0,13.461538461538462
39.275000000000006,-76.575,47,44,2,Baltimore City,93.61702127659575,4.25531914893617
39.275000000000006,-76.55,28,27,4,Baltimore City,96.42857142857143,14.285714285714285
39.275000000000006,-76.525,43,43,5,"Baltimore City, Baltimore County",100.0,11.627906976744185
39.275000000000006,-76.5,67,51,11,"Baltimore City, Baltimore County",76.11940298507463,16.417910447761194
39.275000000000006,-76.47500000000001,21,20,5,Baltimore County,95.23809523809523,23.809523809523807
39.300000000000004,-76.875,3,3,0,Howard,100.0,0.0
39.300000000000004,-76.775,3,1,0,Baltimore County,33.33333333333333,0.0
39.300000000000004,-76.75,16,15,5,Baltimore County,93.75,31.25
39.300000000000004,-76.72500000000001,31,31,2,Baltimore County,100.0,6.451612903225806
39.300000000000004,-76.7,18,18,3,"Baltimore City, Baltimore County",100.0,16.666666666666664
39.300000000000004,-76.675,63,63,22,Baltimore City,100.0,34.92063492063492
39.300000000000004,-76.65,153,153,30,Baltimore City,100.0,19.607843137254903
39.300000000000004,-76.625,334,334,39,Baltimore City,100.0,11.676646706586826
39.300000000000004,-76.60000000000001,242,242,49,Baltimore City,100.0,20.24793388429752
39.300000000000004,-76.575,127,127,16,Baltimore City,100.0,12.598425196850393
39.300000000000004,-76.55,27,27,4,Baltimore City,100.0,14.814814814814813
39.300000000000004,-76.525,11,9,1,"Baltimore City, Baltimore County",81.81818181818183,9.090909090909092
39.300000000000004,-76.5,9,9,0,Baltimore County,100.0,0.0
39.300000000000004,-76.47500000000001,16,16,1,Baltimore County,100.0,6.25
39.300000000000004,-76.45,25,25,6,Baltimore County,100.0,24.0
39.325,-76.775,3,1,0,Baltimore County,33.33333333333333,0.0
39.325,-76.75,23,14,2,Baltimore County,60.86956521739131,8.695652173913043
39.325,-76.72500000000001,17,17,5,Baltimore County,100.0,29.411764705882355
39.325,-76.7,28,28,10,"Baltimore City, Baltimore County",100.0,35.714285714285715
39.325,-76.675,56,56,12,Baltimore City,100.0,21.428571428571427
39.325,-76.65,58,57,16,Baltimore City,98.27586206896551,27.586206896551722
39.325,-76.625,85,85,7,Baltimore City,100.0,8.235294117647058
39.325,-76.60000000000001,98,98,29,Baltimore City,100.0,29.591836734693878
39.325,-76.575,65,65,16,Baltimore City,100.0,24.615384615384617
39.325,-76.55,35,35,8,Baltimore City,100.0,22.857142857142858
39.325,-76.525,10,5,1,"Baltimore City, Baltimore County",50.0,10.0
39.325,-76.5,31,3,0,Baltimore County,9.67741935483871,0.0
39.325,-76.47500000000001,17,12,3,Baltimore County,70.58823529411765,17.647058823529413
39.325,-76.45,43,43,10,Baltimore County,100.0,23.25581395348837
39.325,-76.425,3,2,1,Baltimore County,66.66666666666666,33.33333333333333
39.325,-76.4,4,3,0,Baltimore County,75.0,0.0
39.35,-76.775,28,28,2,Baltimore County,100.0,7.142857142857142
39.35,-76.75,21,21,6,Baltimore County,100.0,28.57142857142857
39.35,-76.72500000000001,16,16,1,Baltimore County,100.0,6.25
39.35,-76.7,44,43,4,Baltimore City,97.72727272727273,9.090909090909092
39.35,-76.675,63,63,7,Baltimore City,100.0,11.11111111111111
39.35,-76.65,22,21,7,Baltimore City,95.45454545454545,31.818181818181817
39.35,-76.625,21,17,2,Baltimore City,80.95238095238095,9.523809523809524
39.35,-76.60000000000001,69,69,11,Baltimore City,100.0,15.942028985507244
39.35,-76.575,23,23,4,Baltimore City,100.0,17.391304347826086
39.35,-76.55,37,37,8,Baltimore City,100.0,21.62162162162162
39.35,-76.525,21,21,2,"Baltimore City, Baltimore County",100.0,9.523809523809524
39.35,-76.5,14,8,0,Baltimore County,57.14285714285714,0.0
39.35,-76.47500000000001,9,4,0,Baltimore County,44.44444444444444,0.0
39.35,-76.45,23,20,3,Baltimore County,86.95652173913044,13.043478260869565
39.375,-76.825,5,4,0,Baltimore County,80.0,0.0
39.375,-76.80000000000001,10,9,3,Baltimore County,90.0,30.0
39.375,-76.775,18,15,0,Baltimore County,83.33333333333334,0.0
39.375,-76.75,7,4,1,Baltimore County,57.14285714285714,14.285714285714285
39.375,-76.72500000000001,23,11,0,Baltimore County,47.82608695652174,0.0
39.375,-76.7,12,12,3,"Baltimore City, Baltimore County",100.0,25.0
39.375,-76.675,3,3,1,"Baltimore City, Baltimore County",100.0,33.33333333333333
39.375,-76.65,9,8,1,"Baltimore City, Baltimore County",88.88888888888889,11.11111111111111
39.375,-76.625,5,5,0,"Baltimore City, Baltimore County",100.0,0.0
39.375,-76.60000000000001,24,24,2,"Baltimore City, Baltimore County",100.0,8.333333333333332
39.375,-76.575,48,48,13,"Baltimore City, Baltimore County",100.0,27.083333333333332
39.375,-76.55,36,35,4,"Baltimore City, Baltimore County",97.22222222222221,11.11111111111111
39.375,-76.525,7,7,1,"Baltimore City, Baltimore County",100.0,14.285714285714285
39.375,-76.5,14,2,0,Baltimore County,14.285714285714285,0.0
39.375,-76.47500000000001,6,0,0,Baltimore County,0.0,0.0
39.375,-76.45,9,1,0,Baltimore County,11.11111111111111,0.0
39.375,-76.425,3,0,0,Baltimore County,0.0,0.0
39.400000000000006,-76.825,6,6,3,Baltimore County,100.0,50.0
39.400000000000006,-76.80000000000001,14,7,1,Baltimore County,50.0,7.142857142857142
39.400000000000006,-76.775,15,1,0,Baltimore County,6.666666666666667,0.0
39.400000000000006,-76.75,7,1,0,Baltimore County,14.285714285714285,0.0
39.400000000000006,-76.625,11,5,1,Baltimore County,45.45454545454545,9.090909090909092
39.400000000000006,-76.60000000000001,71,69,6,Baltimore County,97.1830985915493,8.450704225352112
39.400000000000006,-76.575,40,40,11,Baltimore County,100.0,27.500000000000004
39.400000000000006,-76.55,13,13,2,Baltimore County,100.0,15.384615384615385
39.400000000000006,-76.525,14,14,0,Baltimore County,100.0,0.0
39.400000000000006,-76.5,6,3,0,Baltimore County,50.0,0.0
39.400000000000006,-76.47500000000001,18,18,4,Baltimore County,100.0,22.22222222222222
39.400000000000006,-76.45,5,5,0,Baltimore County,100.0,0.0
39.425000000000004,-76.80000000000001,4,3,0,Baltimore County,75.0,0.0
39.425000000000004,-76.775,16,10,0,Baltimore County,62.5,0.0
39.425000000000004,-76.675,3,0,0,Baltimore County,0.0,0.0
39.425000000000004,-76.625,3,2,0,Baltimore County,66.66666666666666,0.0
39.425000000000004,-76.60000000000001,4,4,1,Baltimore County,100.0,25.0
39.425000000000004,-76.4,3,0,0,Baltimore County,0.0,0.0
39.45,-76.825,18,17,3,Baltimore County,94.44444444444444,16.666666666666664
39.45,-76.80000000000001,17,15,4,Baltimore County,88.23529411764706,23.52941176470588
39.45,-76.65,5,3,0,Baltimore County,60.0,0.0
39.45,-76.625,14,10,1,Baltimore County,71.42857142857143,7.142857142857142
39.45,-76.425,3,2,0,Baltimore County,66.66666666666666,0.0
39.475,-76.825,6,6,2,Baltimore County,100.0,33.33333333333333
39.475,-76.65,7,3,0,Baltimore County,42.857142857142854,0.0
39.475,-76.625,23,23,3,Baltimore County,100.0,13.043478260869565
39.5,-76.65,4,0,0,Baltimore County,0.0,0.0
